ENST00000254821.10	ENST00000370920.7	ENST00000253693.6	ENST00000463417.5	ENST00000322602.9	ENST00000290650.8	ENST00000636887.1	ENST00000397394.6	ENST00000354992.6	ENST00000417718.6	ENST00000342032.7	ENST00000465261.6	ENST00000275954.3	ENST00000395876.6	ENST00000311597.9	ENST00000376945.3	ENST00000247207.6	ENST00000265748.6	ENST00000452959.6	ENST00000424090.5	ENST00000360772.7	ENST00000578202.1	ENST00000354792.9	ENST00000583087.5	ENST00000418370.6	ENST00000310157.6	ENST00000449519.1	ENST00000543317.1	ENST00000589360.1	ENST00000552061.1	ENST00000528407.1	ENST00000376617.3	ENST00000521256.1	ENST00000552061.1	ENST00000309874.2	ENST00000568861.1	ENST00000321214.2	ENST00000562248.1
1.0	0.7387624021736605	0.8992258879547735	0.7658305883466189	0.8092334405721162	0.9357101043428999	0.8603991224976342	0.377800521609189	0.042015120617422026	0.7126437883688821	0.5652678904296068	0.12397745012810908	-0.28482252158816035	-0.22094314998604914	-0.03728887046823089	-0.4089062854343204	-0.12529946085338856	-0.08461989399706374	-0.1478204666074744	-0.10281104786572254	-0.15090101498871902	-0.07340220619342813	-0.24478279314480902	-0.02033403453482991	-0.02622762832533391	-0.06169713021318315	0.19670900742818317	0.19435390298487054	0.09942761521453092	0.18789073682044977	0.15832634854667027	0.1796371237573905	0.10012796123375539	0.18789073682044977	0.13801058064480481	0.13047481666696084	0.15320385758383626	0.154928465405801
0.7387624021736605	1.0	0.6655969980089378	0.6574044270285152	0.5981783615717371	0.7619701907544437	0.603198887914434	0.34184631737981436	0.040404674480290455	0.49728336269513146	0.3949182578900742	0.10211071337918744	-0.11447218773636927	-0.17598509373248436	-0.02737219916624186	-0.23989458359771215	0.19198159114670127	0.20361908032981382	0.09034980059724655	0.13930779789579648	0.07884404964076777	0.18981951503901753	0.0014470338885037388	0.20455499227160362	0.23592657466957645	0.22296545683754476	-0.1288218300921169	-0.1787621475464103	-0.2041643097527672	-0.21183608944829677	-0.16213828407754516	-0.17782720908566202	-0.1301267247848543	-0.21183608944829677	-0.18219465913091443	-0.17559680658791085	-0.21120415810289236	-0.21727505972813344
0.8992258879547735	0.6655969980089378	1.0	0.6852563711490668	0.8650945441890163	0.9221905475496263	0.8281071764720633	0.33645647547551366	-0.035391881798125205	0.7557265026932412	0.6826324239332181	-0.027989304338110477	-0.2762016375207177	-0.15549886150480524	0.019139178290323806	-0.3632830272247429	-0.13140800067816485	-0.08561180348270264	-0.1547908912385924	-0.11029122081129304	-0.14174571065550945	-0.07019492200119602	-0.22571093609427567	-0.018801823563592363	-0.04070543357373859	-0.07691315274620326	0.31603785777779525	0.3071181748309304	0.17240642448153928	0.36710602109802026	0.2876534126400534	0.29306485556007855	0.10175711573571532	0.36710602109802026	0.2408828335709596	0.2161806001122447	0.2672843308094332	0.2903701192003189
0.7658305883466189	0.6574044270285152	0.6852563711490668	1.0	0.5346304510222318	0.7530401470691125	0.8185979703544479	0.20032146273772833	-0.048637606436016806	0.612593614027274	0.5116780445843878	0.022644842263197903	-0.2945199062113952	-0.18888516431313906	-0.09974949794439483	-0.42250345644181336	-0.15151297060966554	-0.13660996682557439	-0.17243357509462326	-0.13835959533754877	-0.16784659220710585	-0.11618267515671443	-0.2650578601746726	-0.06063868758041723	-0.04633193544627323	-0.09723562757659973	0.16683958688300385	0.12232369684389582	0.1270590267565462	0.12903876025308714	0.1776221583162522	0.11601018183976973	0.1496905800656388	0.12903876025308714	0.1330117792028769	0.14803757604797826	0.204202014035209	0.1699194532317698
0.8092334405721162	0.5981783615717371	0.8650945441890163	0.5346304510222318	1.0	0.8441202620487868	0.6644526580298314	0.275085217360904	-0.03175018162061829	0.5898561362282085	0.46229289616291364	-0.012455828719876773	-0.2354051419848378	-0.16871772645506097	0.007265019935231847	-0.3159746894314194	-0.07976200349341123	-0.04808558551709401	-0.11016506672785459	-0.06892156385884532	-0.08219343090233644	-0.009191005782067616	-0.11801285086619771	0.02737716796564728	-0.0054126087611168034	-0.040466481994167705	0.2645929013610569	0.2495644905064805	0.0812517412075134	0.2960116050004859	0.3084472399296931	0.2392842754145056	0.0467511152805582	0.2960116050004859	0.16971777449095732	0.14935005084406164	0.17457759815351126	0.19868509978865892
0.9357101043428999	0.7619701907544437	0.9221905475496263	0.7530401470691125	0.8441202620487868	1.0	0.8169722296252815	0.39189567497320876	0.012513878612436687	0.6791742665256365	0.5780681662350542	0.10417293986093626	-0.2313504841372963	-0.19339066792565293	-0.02356112517043427	-0.3837321433601796	-0.17231351176275875	-0.13877372446876876	-0.20251585930051844	-0.1547624855485634	-0.19812107301370738	-0.116632390441465	-0.23378837224525817	-0.05845197083398618	-0.06459244994791477	-0.11461657940193534	0.26204483443289306	0.20676398815714572	0.057674229128553946	0.21521373373470157	0.1941125673339514	0.19599011652027895	0.05718812785067133	0.21521373373470157	0.11674768476645102	0.10469513382027103	0.18024878123851612	0.1898146500133365
0.8603991224976342	0.603198887914434	0.8281071764720633	0.8185979703544479	0.6644526580298314	0.8169722296252815	1.0	0.19567205100472254	-0.08701173891381601	0.8001480209352182	0.6229919606550535	-0.11891210724038463	-0.4544579024894917	-0.24965357915907269	-0.13883490956627212	-0.505136969362419	-0.24818319161981792	-0.19796323295216192	-0.20945208689314299	-0.17822056396565703	-0.20960551021352422	-0.18111975786568252	-0.4144285974162901	-0.11616024299258257	-0.10946527895336144	-0.16132110144016432	0.3589472317355954	0.42308849718163427	0.325106334882585	0.35504121680231765	0.33468780906559464	0.42254730581748123	0.23784493740355772	0.35504121680231765	0.368082984988676	0.3839080241389814	0.4315083951045091	0.3962973047905016
0.377800521609189	0.34184631737981436	0.33645647547551366	0.20032146273772833	0.275085217360904	0.39189567497320876	0.19567205100472254	1.0	0.48843365446450815	0.2978136597700003	0.36450408558514674	0.5461367105086398	0.019189780586943792	-0.014877157812423665	0.14290240470816795	-0.00205282337125221	-0.16983446263018342	-0.1764358193311236	-0.24023098285414374	-0.20952687953058266	-0.24424815200508934	-0.1673790463098917	-0.012013956579177256	-0.12657531493778035	-0.1427920516362035	-0.17186831473816275	-0.047843858088614424	0.01979453005114091	-0.40998936385817664	-0.09352080245228546	-0.09103050244716131	-0.0002769624645438701	-0.05689388547145436	-0.09352080245228546	-0.15275404845042184	-0.18270746008066482	-0.07689462015828286	-0.04848624393659696
0.042015120617422026	0.040404674480290455	-0.035391881798125205	-0.048637606436016806	-0.03175018162061829	0.012513878612436687	-0.08701173891381601	0.48843365446450815	1.0	-0.02566981739637611	-0.011911406803035048	0.5507049301296777	0.29210778849040414	0.17778971695531245	0.3096495448560277	0.28752037436325406	-0.185437731544624	-0.237579656334963	-0.3355487741596587	-0.31520175784595456	-0.3488394731738052	-0.24010504538529634	0.2535460969944927	-0.21360439894749467	-0.22979857146344843	-0.24721634896193223	-0.22351738211420624	-0.11003855951130108	-0.35284561549034904	-0.19496580336117045	-0.16979653592819663	-0.11742572551490166	0.0467096853252439	-0.19496580336117045	-0.21154333229060332	-0.23111526926493345	-0.1489811842360776	-0.1353452071220272
0.7126437883688821	0.49728336269513146	0.7557265026932412	0.612593614027274	0.5898561362282085	0.6791742665256365	0.8001480209352182	0.2978136597700003	-0.02566981739637611	1.0	0.8319013581067153	-0.1617343452774263	-0.45612832743709875	-0.20084545984459515	-0.11024773920088206	-0.45367227171477603	-0.19100185699945668	-0.13940423093568263	-0.14517899428494688	-0.12052925203510496	-0.14571660185108698	-0.1258353495220226	-0.37782754578379224	-0.0704684218772	-0.07052200313028834	-0.10197809733339122	0.33110809904074756	0.4174858756362962	0.22870828051498304	0.34580397670049584	0.2830658169897542	0.41490958706253933	0.0954250032257166	0.34580397670049584	0.3270853355532137	0.3275112678347723	0.3678192977011834	0.36404640644609193
